,Unnamed: 0,function_id,user_id,accurate,adequate,concise,similarity,source,text,text.1,bleu,b1,b2,b3,b4,bleu_cat,function,attendgru_flatgru_euclidean,bleu-average,attendgru_tdats_pred_cosine,attendgru_flatgru_cosine,attendgru_emb_cosine_f1,bleu-4gram,iS_cosine,attendgru_tdats_ref_euclidean,use_euclidean_dict,sb_euclidean,attendgru_tdats_ref_cosine,attendgru_emb_euclidean_r,sb_cosine,jaccard_similarity_score,attendgru_emb_euclidean_p,attendgru_lastgru_cosine,attendgru_tdats_pred_euclidean,attendgru_emb_cosine_r,meteor_score,attendgru_emb_euclidean_f1,attendgru_emb_cosine_p,bleu-3gram,rbert,use_cosine_dict,attendgru_lastgru_euclidean,tfidf_euclidean,rouge_score,bleu-2gram,f1bert,attendgru_context_euclidean,attendgru_context_cosine,tfidf_cosine,pbert,bleu-1gram,iS_euclidean,rouge-l,rouge-w
10,10,27801498,10,4,2,1,2,reference,sets the bin width and repaints,sets the dimensions of the bin,9.979999999999983e-155,0.5,0.4,2.229999999999993e-308,2.229999999999993e-308,3,27801498,8.781558,9.979999999999983e-155,-0.003980372,0.8554883,0.7330772320000001,2.229999999999993e-308,0.7246144,6.350185400000001,0.8158418000000001,24.324583,0.010074847,0.694588949,0.5787093000000001,0.375,0.525016701,0.2281981,6.3370976,0.665369801,0.425925926,0.5980142820000001,0.8161254179999999,2.229999999999993e-308,0.371753335,0.66720116,3.776642,1.07291236,0.5,0.4,0.460357577,0.7389057,0.9100151,0.424429534,0.550163567,0.5,2.1685371,0.561231024154687,0.370602755158006
11,11,27801498,11,4,1,1,4,baseline,sets the dimensions of the bin,sets the bin width and repaints,9.979999999999983e-155,0.5,0.4,2.229999999999993e-308,2.229999999999993e-308,3,27801498,8.781558,9.979999999999983e-155,-0.003980372,0.8554883,0.7330772320000001,2.229999999999993e-308,0.7246144,6.350185400000001,0.8158418000000001,24.324583,0.010074847,0.694588949,0.5787093000000001,0.375,0.525016701,0.2281981,6.3370976,0.665369801,0.425925926,0.5980142820000001,0.8161254179999999,2.229999999999993e-308,0.371753335,0.66720116,3.776642,1.07291236,0.5,0.4,0.460357577,0.7389057,0.9100151,0.424429534,0.550163567,0.5,2.1685371,0.561231024154687,0.370602755158006
12,12,27802185,1,4,2,1,3,reference,create a new pgraph model based on set of nodes,creates a new graph model,3.4199999999999985e-155,0.220727665,0.09196986,0.0,0.0,2,27802185,15.126493,3.4199999999999985e-155,-0.16430847,0.5476804,0.581903818,0.0,0.79402965,7.432980499999998,0.94369614,26.309172,-0.20179425,1.081263023,0.52838993,0.25,0.400785981,0.30709532,6.885276299999999,0.450892228,0.469473684,0.584805307,0.8202306690000001,0.0,0.454701364,0.55471885,4.199623,1.26009235,0.533333333,0.09196986,0.62367624,1.9486659,0.49461573,0.206083635,0.8022988440000001,0.220727665,2.2174792,0.5969612608135239,0.432625631908497
13,13,27802185,3,4,1,1,2,baseline,creates a new graph model,create a new pgraph model based on set of nodes,3.4199999999999985e-155,0.220727665,0.09196986,0.0,0.0,2,27802185,15.126493,3.4199999999999985e-155,-0.16430847,0.5476804,0.581903818,0.0,0.79402965,7.432980499999998,0.94369614,26.309172,-0.20179425,1.081263023,0.52838993,0.25,0.400785981,0.30709532,6.885276299999999,0.450892228,0.469473684,0.584805307,0.8202306690000001,0.0,0.454701364,0.55471885,4.199623,1.26009235,0.533333333,0.09196986,0.62367624,1.9486659,0.49461573,0.206083635,0.8022988440000001,0.220727665,2.2174792,0.5969612608135239,0.432625631908497
14,14,27802185,4,4,2,2,3,baseline,creates a new graph model,create a new pgraph model based on set of nodes,3.4199999999999985e-155,0.220727665,0.09196986,0.0,0.0,2,27802185,15.126493,3.4199999999999985e-155,-0.16430847,0.5476804,0.581903818,0.0,0.79402965,7.432980499999998,0.94369614,26.309172,-0.20179425,1.081263023,0.52838993,0.25,0.400785981,0.30709532,6.885276299999999,0.450892228,0.469473684,0.584805307,0.8202306690000001,0.0,0.454701364,0.55471885,4.199623,1.26009235,0.533333333,0.09196986,0.62367624,1.9486659,0.49461573,0.206083635,0.8022988440000001,0.220727665,2.2174792,0.5969612608135239,0.432625631908497
15,15,27802185,6,4,1,1,4,reference,create a new pgraph model based on set of nodes,creates a new graph model,3.4199999999999985e-155,0.220727665,0.09196986,0.0,0.0,2,27802185,15.126493,3.4199999999999985e-155,-0.16430847,0.5476804,0.581903818,0.0,0.79402965,7.432980499999998,0.94369614,26.309172,-0.20179425,1.081263023,0.52838993,0.25,0.400785981,0.30709532,6.885276299999999,0.450892228,0.469473684,0.584805307,0.8202306690000001,0.0,0.454701364,0.55471885,4.199623,1.26009235,0.533333333,0.09196986,0.62367624,1.9486659,0.49461573,0.206083635,0.8022988440000001,0.220727665,2.2174792,0.5969612608135239,0.432625631908497
16,16,27802185,10,3,3,1,1,baseline,creates a new graph model,create a new pgraph model based on set of nodes,3.4199999999999985e-155,0.220727665,0.09196986,0.0,0.0,2,27802185,15.126493,3.4199999999999985e-155,-0.16430847,0.5476804,0.581903818,0.0,0.79402965,7.432980499999998,0.94369614,26.309172,-0.20179425,1.081263023,0.52838993,0.25,0.400785981,0.30709532,6.885276299999999,0.450892228,0.469473684,0.584805307,0.8202306690000001,0.0,0.454701364,0.55471885,4.199623,1.26009235,0.533333333,0.09196986,0.62367624,1.9486659,0.49461573,0.206083635,0.8022988440000001,0.220727665,2.2174792,0.5969612608135239,0.432625631908497
17,17,27802185,11,4,1,1,3,reference,create a new pgraph model based on set of nodes,creates a new graph model,3.4199999999999985e-155,0.220727665,0.09196986,0.0,0.0,2,27802185,15.126493,3.4199999999999985e-155,-0.16430847,0.5476804,0.581903818,0.0,0.79402965,7.432980499999998,0.94369614,26.309172,-0.20179425,1.081263023,0.52838993,0.25,0.400785981,0.30709532,6.885276299999999,0.450892228,0.469473684,0.584805307,0.8202306690000001,0.0,0.454701364,0.55471885,4.199623,1.26009235,0.533333333,0.09196986,0.62367624,1.9486659,0.49461573,0.206083635,0.8022988440000001,0.220727665,2.2174792,0.5969612608135239,0.432625631908497
18,18,22907997,1,2,3,3,1,reference,optimize the list of files to remove by discarding redundant operations like,remove the <UNK> of the <UNK>,5.6399999999999845e-232,0.18393972100000006,0.0,0.0,0.0,1,22907997,18.53048,2.2899999999999978e-232,-0.17929307,0.2043303,0.5690158000000001,0.0,0.64870024,3.9539998,1.2719421,27.453695,0.069118135,1.111599442,0.53571707,0.25,2.88e-08,0.14903924,6.603891,0.397639497,0.133928571,5.76e-08,0.999999836,0.0,-0.150744945,0.19108178,3.6235263,1.132919207,0.375,0.0,-0.089882195,1.4069178,0.57355297,0.358247035,-0.031082865,0.101501462,3.3610547,0.32088226245252,0.23150785243522495
19,19,22907997,3,2,4,1,2,baseline,remove the <UNK> of the <UNK>,optimize the list of files to remove by discarding redundant operations like,5.6399999999999845e-232,0.18393972100000006,0.0,0.0,0.0,1,22907997,18.53048,2.2899999999999978e-232,-0.17929307,0.2043303,0.5690158000000001,0.0,0.64870024,3.9539998,1.2719421,27.453695,0.069118135,1.111599442,0.53571707,0.25,2.88e-08,0.14903924,6.603891,0.397639497,0.133928571,5.76e-08,0.999999836,0.0,-0.150744945,0.19108178,3.6235263,1.132919207,0.375,0.0,-0.089882195,1.4069178,0.57355297,0.358247035,-0.031082865,0.101501462,3.3610547,0.32088226245252,0.23150785243522495
20,20,22907997,4,3,3,3,2,reference,optimize the list of files to remove by discarding redundant operations like,remove the <UNK> of the <UNK>,5.6399999999999845e-232,0.18393972100000006,0.0,0.0,0.0,1,22907997,18.53048,2.2899999999999978e-232,-0.17929307,0.2043303,0.5690158000000001,0.0,0.64870024,3.9539998,1.2719421,27.453695,0.069118135,1.111599442,0.53571707,0.25,2.88e-08,0.14903924,6.603891,0.397639497,0.133928571,5.76e-08,0.999999836,0.0,-0.150744945,0.19108178,3.6235263,1.132919207,0.375,0.0,-0.089882195,1.4069178,0.57355297,0.358247035,-0.031082865,0.101501462,3.3610547,0.32088226245252,0.23150785243522495
21,21,22907997,6,1,4,3,1,baseline,remove the <UNK> of the <UNK>,optimize the list of files to remove by discarding redundant operations like,5.6399999999999845e-232,0.18393972100000006,0.0,0.0,0.0,1,22907997,18.53048,2.2899999999999978e-232,-0.17929307,0.2043303,0.5690158000000001,0.0,0.64870024,3.9539998,1.2719421,27.453695,0.069118135,1.111599442,0.53571707,0.25,2.88e-08,0.14903924,6.603891,0.397639497,0.133928571,5.76e-08,0.999999836,0.0,-0.150744945,0.19108178,3.6235263,1.132919207,0.375,0.0,-0.089882195,1.4069178,0.57355297,0.358247035,-0.031082865,0.101501462,3.3610547,0.32088226245252,0.23150785243522495
22,22,22907997,10,3,2,3,2,reference,optimize the list of files to remove by discarding redundant operations like,remove the <UNK> of the <UNK>,5.6399999999999845e-232,0.18393972100000006,0.0,0.0,0.0,1,22907997,18.53048,2.2899999999999978e-232,-0.17929307,0.2043303,0.5690158000000001,0.0,0.64870024,3.9539998,1.2719421,27.453695,0.069118135,1.111599442,0.53571707,0.25,2.88e-08,0.14903924,6.603891,0.397639497,0.133928571,5.76e-08,0.999999836,0.0,-0.150744945,0.19108178,3.6235263,1.132919207,0.375,0.0,-0.089882195,1.4069178,0.57355297,0.358247035,-0.031082865,0.101501462,3.3610547,0.32088226245252,0.23150785243522495
23,23,22907997,11,1,4,1,1,baseline,remove the <UNK> of the <UNK>,optimize the list of files to remove by discarding redundant operations like,5.6399999999999845e-232,0.18393972100000006,0.0,0.0,0.0,1,22907997,18.53048,2.2899999999999978e-232,-0.17929307,0.2043303,0.5690158000000001,0.0,0.64870024,3.9539998,1.2719421,27.453695,0.069118135,1.111599442,0.53571707,0.25,2.88e-08,0.14903924,6.603891,0.397639497,0.133928571,5.76e-08,0.999999836,0.0,-0.150744945,0.19108178,3.6235263,1.132919207,0.375,0.0,-0.089882195,1.4069178,0.57355297,0.358247035,-0.031082865,0.101501462,3.3610547,0.32088226245252,0.23150785243522495
24,24,44521080,1,4,1,1,1,reference,traverses the graph breadth first and updates the distance,<UNK> the node,1.8699999999999987e-232,0.045111760999999986,0.0,0.0,0.0,1,44521080,17.672342,4.629999999999984e-233,-0.10633374,0.40695167,0.4857266220000001,6.71914084483213e-310,0.5144329000000001,6.8148375,1.3364421,34.02879,-0.101719834,1.124952126,0.18887523,0.111111111,0.5023105920000001,0.32194263,6.2983675,0.364178558,0.060240964,0.6945103109999999,0.7290560159999999,6.71914084483213e-310,-0.165631428,0.10696131,3.0971622,1.204481809,0.181818182,6.71914084483213e-310,-0.033255849,0.3654092,0.97405356,0.274611786,0.103136234,0.015098692,3.2719173,0.249312865525494,0.177031934997089
25,25,44521080,3,1,4,1,1,baseline,<UNK> the node,traverses the graph breadth first and updates the distance,1.8699999999999987e-232,0.045111760999999986,0.0,0.0,0.0,1,44521080,17.672342,4.629999999999984e-233,-0.10633374,0.40695167,0.4857266220000001,6.71914084483213e-310,0.5144329000000001,6.8148375,1.3364421,34.02879,-0.101719834,1.124952126,0.18887523,0.111111111,0.5023105920000001,0.32194263,6.2983675,0.364178558,0.060240964,0.6945103109999999,0.7290560159999999,6.71914084483213e-310,-0.165631428,0.10696131,3.0971622,1.204481809,0.181818182,6.71914084483213e-310,-0.033255849,0.3654092,0.97405356,0.274611786,0.103136234,0.015098692,3.2719173,0.249312865525494,0.177031934997089
26,26,44521080,4,1,4,2,1,baseline,<UNK> the node,traverses the graph breadth first and updates the distance,1.8699999999999987e-232,0.045111760999999986,0.0,0.0,0.0,1,44521080,17.672342,4.629999999999984e-233,-0.10633374,0.40695167,0.4857266220000001,6.71914084483213e-310,0.5144329000000001,6.8148375,1.3364421,34.02879,-0.101719834,1.124952126,0.18887523,0.111111111,0.5023105920000001,0.32194263,6.2983675,0.364178558,0.060240964,0.6945103109999999,0.7290560159999999,6.71914084483213e-310,-0.165631428,0.10696131,3.0971622,1.204481809,0.181818182,6.71914084483213e-310,-0.033255849,0.3654092,0.97405356,0.274611786,0.103136234,0.015098692,3.2719173,0.249312865525494,0.177031934997089
27,27,44521080,6,4,1,1,1,reference,traverses the graph breadth first and updates the distance,<UNK> the node,1.8699999999999987e-232,0.045111760999999986,0.0,0.0,0.0,1,44521080,17.672342,4.629999999999984e-233,-0.10633374,0.40695167,0.4857266220000001,6.71914084483213e-310,0.5144329000000001,6.8148375,1.3364421,34.02879,-0.101719834,1.124952126,0.18887523,0.111111111,0.5023105920000001,0.32194263,6.2983675,0.364178558,0.060240964,0.6945103109999999,0.7290560159999999,6.71914084483213e-310,-0.165631428,0.10696131,3.0971622,1.204481809,0.181818182,6.71914084483213e-310,-0.033255849,0.3654092,0.97405356,0.274611786,0.103136234,0.015098692,3.2719173,0.249312865525494,0.177031934997089
28,28,44521080,10,1,4,1,1,baseline,<UNK> the node,traverses the graph breadth first and updates the distance,1.8699999999999987e-232,0.045111760999999986,0.0,0.0,0.0,1,44521080,17.672342,4.629999999999984e-233,-0.10633374,0.40695167,0.4857266220000001,6.71914084483213e-310,0.5144329000000001,6.8148375,1.3364421,34.02879,-0.101719834,1.124952126,0.18887523,0.111111111,0.5023105920000001,0.32194263,6.2983675,0.364178558,0.060240964,0.6945103109999999,0.7290560159999999,6.71914084483213e-310,-0.165631428,0.10696131,3.0971622,1.204481809,0.181818182,6.71914084483213e-310,-0.033255849,0.3654092,0.97405356,0.274611786,0.103136234,0.015098692,3.2719173,0.249312865525494,0.177031934997089
29,29,44521080,11,4,1,1,1,reference,traverses the graph breadth first and updates the distance,<UNK> the node,1.8699999999999987e-232,0.045111760999999986,0.0,0.0,0.0,1,44521080,17.672342,4.629999999999984e-233,-0.10633374,0.40695167,0.4857266220000001,6.71914084483213e-310,0.5144329000000001,6.8148375,1.3364421,34.02879,-0.101719834,1.124952126,0.18887523,0.111111111,0.5023105920000001,0.32194263,6.2983675,0.364178558,0.060240964,0.6945103109999999,0.7290560159999999,6.71914084483213e-310,-0.165631428,0.10696131,3.0971622,1.204481809,0.181818182,6.71914084483213e-310,-0.033255849,0.3654092,0.97405356,0.274611786,0.103136234,0.015098692,3.2719173,0.249312865525494,0.177031934997089
30,30,45047585,1,2,3,2,2,reference,transform the validation report object into a xmlstream writer,exports the specified xml stream to the xml xml,1.049999999999999e-231,0.111111111,2.229999999999993e-308,2.229999999999993e-308,2.229999999999993e-308,2,45047585,7.545989,1.049999999999999e-231,-0.064478196,0.8650844999999999,0.518890987,2.229999999999993e-308,0.6557758,6.9187613,1.2899818,18.119139,-0.078838296,0.987582919,0.7826848000000001,0.071428571,0.953278861,0.6080052,6.903772,0.478294686,0.055555556,0.970127734,0.56701786,2.229999999999993e-308,0.256368816,0.16797349,2.7761097,1.345110235,0.111111111,2.229999999999993e-308,0.352939814,0.365863,0.98905593,0.095339228,0.450993925,0.111111111,3.4546589999999995,0.160249952256379,0.08708294282920201
31,31,45047585,3,3,3,1,1,baseline,exports the specified xml stream to the xml xml,transform the validation report object into a xmlstream writer,1.049999999999999e-231,0.111111111,2.229999999999993e-308,2.229999999999993e-308,2.229999999999993e-308,2,45047585,7.545989,1.049999999999999e-231,-0.064478196,0.8650844999999999,0.518890987,2.229999999999993e-308,0.6557758,6.9187613,1.2899818,18.119139,-0.078838296,0.987582919,0.7826848000000001,0.071428571,0.953278861,0.6080052,6.903772,0.478294686,0.055555556,0.970127734,0.56701786,2.229999999999993e-308,0.256368816,0.16797349,2.7761097,1.345110235,0.111111111,2.229999999999993e-308,0.352939814,0.365863,0.98905593,0.095339228,0.450993925,0.111111111,3.4546589999999995,0.160249952256379,0.08708294282920201
32,32,45047585,4,2,3,3,1,reference,transform the validation report object into a xmlstream writer,exports the specified xml stream to the xml xml,1.049999999999999e-231,0.111111111,2.229999999999993e-308,2.229999999999993e-308,2.229999999999993e-308,2,45047585,7.545989,1.049999999999999e-231,-0.064478196,0.8650844999999999,0.518890987,2.229999999999993e-308,0.6557758,6.9187613,1.2899818,18.119139,-0.078838296,0.987582919,0.7826848000000001,0.071428571,0.953278861,0.6080052,6.903772,0.478294686,0.055555556,0.970127734,0.56701786,2.229999999999993e-308,0.256368816,0.16797349,2.7761097,1.345110235,0.111111111,2.229999999999993e-308,0.352939814,0.365863,0.98905593,0.095339228,0.450993925,0.111111111,3.4546589999999995,0.160249952256379,0.08708294282920201
33,33,45047585,6,2,4,3,1,baseline,exports the specified xml stream to the xml xml,transform the validation report object into a xmlstream writer,1.049999999999999e-231,0.111111111,2.229999999999993e-308,2.229999999999993e-308,2.229999999999993e-308,2,45047585,7.545989,1.049999999999999e-231,-0.064478196,0.8650844999999999,0.518890987,2.229999999999993e-308,0.6557758,6.9187613,1.2899818,18.119139,-0.078838296,0.987582919,0.7826848000000001,0.071428571,0.953278861,0.6080052,6.903772,0.478294686,0.055555556,0.970127734,0.56701786,2.229999999999993e-308,0.256368816,0.16797349,2.7761097,1.345110235,0.111111111,2.229999999999993e-308,0.352939814,0.365863,0.98905593,0.095339228,0.450993925,0.111111111,3.4546589999999995,0.160249952256379,0.08708294282920201
34,34,45047585,10,2,3,4,1,reference,transform the validation report object into a xmlstream writer,exports the specified xml stream to the xml xml,1.049999999999999e-231,0.111111111,2.229999999999993e-308,2.229999999999993e-308,2.229999999999993e-308,2,45047585,7.545989,1.049999999999999e-231,-0.064478196,0.8650844999999999,0.518890987,2.229999999999993e-308,0.6557758,6.9187613,1.2899818,18.119139,-0.078838296,0.987582919,0.7826848000000001,0.071428571,0.953278861,0.6080052,6.903772,0.478294686,0.055555556,0.970127734,0.56701786,2.229999999999993e-308,0.256368816,0.16797349,2.7761097,1.345110235,0.111111111,2.229999999999993e-308,0.352939814,0.365863,0.98905593,0.095339228,0.450993925,0.111111111,3.4546589999999995,0.160249952256379,0.08708294282920201
35,35,45047585,11,2,4,3,1,baseline,exports the specified xml stream to the xml xml,transform the validation report object into a xmlstream writer,1.049999999999999e-231,0.111111111,2.229999999999993e-308,2.229999999999993e-308,2.229999999999993e-308,2,45047585,7.545989,1.049999999999999e-231,-0.064478196,0.8650844999999999,0.518890987,2.229999999999993e-308,0.6557758,6.9187613,1.2899818,18.119139,-0.078838296,0.987582919,0.7826848000000001,0.071428571,0.953278861,0.6080052,6.903772,0.478294686,0.055555556,0.970127734,0.56701786,2.229999999999993e-308,0.256368816,0.16797349,2.7761097,1.345110235,0.111111111,2.229999999999993e-308,0.352939814,0.365863,0.98905593,0.095339228,0.450993925,0.111111111,3.4546589999999995,0.160249952256379,0.08708294282920201
36,36,49250848,1,3,2,2,3,reference,returns code true code if this link is an invalid email address link,checks if the email link is an invalid email link,0.316542,0.518572754,0.329252543,0.27780683300000003,0.211662349,4,49250848,16.744785,0.316542,-0.037032800000000005,0.20517233,0.743790774,0.211662349,0.8930357,4.4447913,0.66902596,15.633619,0.030274816,0.798207715,0.8430802,0.461538462,0.288410131,0.865775,6.8406897,0.644000977,0.529487386,0.423720616,0.880176672,0.27780683300000003,0.386231989,0.7762021,1.6454919999999995,0.997235266,0.608695652,0.329252543,0.500529766,3.2009437000000003,-0.12676202,0.5027609120000001,0.618157983,0.518572754,1.9831052,0.6619859405791629,0.455957580043135
37,37,49250848,3,4,3,1,3,baseline,checks if the email link is an invalid email link,returns code true code if this link is an invalid email address link,0.316542,0.518572754,0.329252543,0.27780683300000003,0.211662349,4,49250848,16.744785,0.316542,-0.037032800000000005,0.20517233,0.743790774,0.211662349,0.8930357,4.4447913,0.66902596,15.633619,0.030274816,0.798207715,0.8430802,0.461538462,0.288410131,0.865775,6.8406897,0.644000977,0.529487386,0.423720616,0.880176672,0.27780683300000003,0.386231989,0.7762021,1.6454919999999995,0.997235266,0.608695652,0.329252543,0.500529766,3.2009437000000003,-0.12676202,0.5027609120000001,0.618157983,0.518572754,1.9831052,0.6619859405791629,0.455957580043135
